88.93,-2.32
25.17,-7.78
68.37,-4.62
93.98,-2.38
142.29,0.45
178.49,1.09
175.14,0.55
79.36,-2.4
260.81,14.02
79.54,-3.08
156.01,0.86
207.96,3.5
254.0,5.63
263.0,6.98
103.84,-1.87
161.29,0.7
148.23,0.33
162.55,0.75
186.69,1.14
125.88,-0.34
153.49,0.34
177.24,0.48
131.93,-0.1
156.47,0.39
155.07,0.39
141.88,0.23
128.06,-0.28
145.38,0.27
137.19,-0.29
174.71,0.37
190.62,1.25
210.01,2.85
155.14,0.04
131.07,-0.33
185.25,1.07
127.05,-0.16
262.32,13.34
105.83,-1.5
83.81,-3.44
191.56,1.4
151.88,0.42
142.48,0.29
170.52,0.47
264.5,13.66
102.96,-1.67
74.02,-3.6
141.46,-0.03
174.85,0.71
163.61,0.61
109.81,-1.81
146.49,0.46
79.61,-3.75
211.22,3.82
211.26,2.85
16.71,-11.3
87.86,-3.45
21.64,-9.75
65.75,-6.0
92.5,-3.27
142.54,0.16
178.84,0.79
175.34,0.36
78.33,-3.68
267.79,15.24
77.55,-3.75
156.34,0.38
209.72,2.86
254.31,11.53
263.49,14.0
265.0,6.97
103.23,-2.96
162.08,-0.99
148.94,-1.09
163.41,-0.94
187.73,-0.41
126.04,-1.66
154.04,-0.88
178.03,-0.51
132.5,-1.78
157.04,-0.88
155.82,-1.04
142.6,-1.16
128.59,-2.08
145.96,-1.07
137.44,-1.23
175.38,-0.78
191.61,-0.27
212.17,1.25
155.18,-0.81
131.22,-1.56
186.35,-0.51
127.49,-1.82
270.02,12.81
104.94,-2.3
82.02,-5.16
192.8,-0.39
152.66,-1.18
143.1,-1.2
171.1,-0.71
272.3,13.65
102.01,-2.56
71.92,-5.0
141.45,-0.94
175.6,-0.56
164.38,-0.84
109.21,-2.73
147.38,-1.23
78.3,-6.1
213.56,2.38
213.07,1.22
86.09,-5.22
16.22,-11.05
63.16,-8.74
91.09,-5.05
142.79,-0.85
179.79,-0.62
175.97,-0.8
76.26,-5.04
276.54,14.86
76.31,-6.23
157.06,-1.06
211.79,1.2
260.88,11.0
271.55,13.82
266.51,12.28
217.0,1.31
270.0,6.99
278.0,7.88
101.5,-2.97
161.49,-0.36
148.33,-0.42
162.9,-0.27
187.62,0.26
124.92,-1.21
153.59,-0.35
177.58,0.0
131.55,-1.14
156.61,-0.34
155.2,-0.34
142.07,-0.79
127.6,-1.43
145.27,-0.37
136.27,-0.45
174.85,-0.04
191.42,0.43
212.78,1.88
155.03,-0.74
130.18,-1.08
186.13,0.08
126.61,-1.31
276.63,16.79
103.86,-2.39
79.54,-5.35
192.59,0.37
152.06,-0.53
142.37,-0.46
170.71,-0.15
279.19,16.9
100.59,-2.46
69.53,-5.87
141.25,-0.88
175.32,-0.01
163.89,-0.24
107.57,-2.66
146.68,-0.51
74.64,-5.23
214.81,3.46
213.98,1.32
83.57,-5.24
10.63,-11.56
58.82,-8.94
88.53,-5.05
142.39,-0.6
179.44,-0.11
175.32,-0.01
73.82,-5.88
284.1,18.78
72.65,-5.35
156.53,-0.46
212.42,1.86
266.58,14.05
278.62,17.68
272.95,15.82
216.81,3.78
271.08,15.49
279.16,17.82
119.0,-0.65
192.0,0.64
299.0,13.89
251.0,6.0
219.0,2.49
100.3,-4.15
161.29,-0.89
148.08,-1.23
162.65,-0.85
187.73,-0.56
124.62,-2.22
153.42,-1.24
177.62,-0.87
131.01,-2.31
156.44,-1.2
155.02,-1.17
141.62,-1.63
126.91,-2.26
145.09,-1.4
136.31,-1.8
174.82,-0.9
191.64,-0.29
213.68,1.65
154.66,-1.27
129.95,-2.3
186.17,-0.72
126.0,-2.51
285.28,18.94
102.72,-3.75
76.71,-6.72
192.81,-0.49
151.72,-1.19
142.11,-1.4
170.59,-1.2
288.14,18.68
99.47,-3.94
66.76,-7.38
140.76,-1.76
175.27,-0.77
163.84,-1.13
106.49,-3.79
146.38,-1.22
72.04,-7.05
216.43,3.07
214.51,0.99
80.73,-6.48
54.04,-10.74
85.94,-6.32
142.15,-1.69
179.35,-0.87
175.3,-0.78
71.06,-7.53
293.88,21.23
69.9,-7.11
156.28,-1.25
213.23,1.74
273.89,15.24
287.82,19.83
281.13,17.37
218.6,3.42
279.22,16.96
288.44,20.21
119.23,-2.82
192.45,-0.39
252.64,9.54
219.75,3.45
157.0,-0.72
291.0,9.99
225.0,1.73
279.0,8.25
97.96,-2.89
160.75,-0.11
147.53,-0.15
162.24,0.21
187.4,0.64
123.47,-1.12
152.73,-0.11
177.32,0.26
129.64,-0.88
155.77,-0.12
154.55,-0.07
140.71,-0.41
125.6,-0.86
144.38,-0.36
135.37,-0.77
174.36,0.36
191.45,0.85
214.37,2.93
153.7,-0.12
128.77,-1.14
185.79,0.6
124.44,-0.92
295.02,25.51
100.6,-2.75
73.16,-5.77
192.58,0.76
151.26,-0.16
141.42,-0.41
170.07,0.13
298.07,23.73
97.17,-2.87
62.97,-6.58
139.82,-0.68
174.82,0.29
163.23,0.09
104.47,-2.59
145.82,-0.17
68.28,-5.91
218.28,4.17
215.23,1.83
77.26,-5.45
48.06,-9.33
82.64,-4.91
141.25,-0.61
178.9,0.33
174.85,0.29
67.19,-6.48
66.05,-6.05
155.7,-0.12
214.16,2.79
281.83,19.5
290.21,21.86
220.72,4.74
288.01,21.76
117.63,-1.48
192.26,0.67
257.45,13.15
221.52,5.1
156.64,-0.11
292.47,23.95
225.03,4.98
280.11,18.95
125.0,0.05
95.83,-2.95
160.26,-0.13
146.78,-0.33
161.61,0.11
187.17,0.5
122.29,-1.25
152.07,-0.27
176.71,0.03
128.62,-1.15
155.17,-0.24
153.81,-0.22
139.84,-0.82
124.57,-1.13
143.54,-0.4
134.35,-1.31
173.88,0.21
191.33,0.79
215.48,2.57
153.2,-0.29
127.56,-1.18
185.5,0.29
123.41,-1.07
98.55,-2.75
69.33,-6.01
192.34,0.9
150.49,-0.39
140.53,-0.51
169.24,0.11
95.07,-2.65
58.7,-7.13
138.7,-0.85
174.48,0.13
162.73,-0.24
102.52,-2.42
145.12,-0.4
64.47,-6.51
219.76,4.96
215.57,2.33
73.58,-5.56
42.52,-11.13
79.12,-5.34
140.29,-0.52
178.46,0.1
174.51,-0.1
62.97,-6.91
62.32,-6.74
155.02,-0.35
215.12,2.85
291.37,22.54
222.15,5.78
298.67,25.47
116.26,-1.57
192.01,0.78
263.73,15.04
223.47,5.42
156.11,-0.08
226.97,5.32
289.32,21.22
124.91,-1.12
264.0,6.99
217.0,1.58
89.0,-2.16
141.0,-1.05
227.0,2.53
222.0,2.0
94.31,-2.9
160.64,-0.21
147.11,-0.37
162.33,-0.1
187.94,0.44
122.26,-1.57
152.47,-0.32
177.37,0.16
128.37,-0.95
155.53,-0.27
154.18,-0.28
140.05,-0.82
124.37,-1.13
143.86,-0.53
134.36,-1.28
174.55,0.15
192.28,0.5
217.25,3.18
153.51,-0.67
127.53,-1.46
186.18,0.44
123.18,-0.93
97.56,-3.18
66.51,-6.4
193.32,0.66
150.77,-0.28
140.84,-0.63
169.9,0.08
94.04,-3.09
55.29,-6.63
138.93,-1.15
175.03,0.16
163.04,-0.06
101.23,-2.54
145.36,-0.33
61.36,-6.53
223.19,4.64
71.13,-6.18
37.16,-11.07
76.82,-5.75
140.5,-0.72
179.07,0.19
174.77,0.35
59.61,-6.77
59.02,-6.47
155.33,-0.28
217.16,2.91
225.91,5.43
116.0,-1.9
192.93,0.71
272.31,17.08
227.27,5.08
156.51,-0.2
230.52,5.75
124.66,-1.02
265.6,14.65
217.46,3.4
88.7,-3.64
140.78,-0.64
227.62,5.66
222.56,4.6
274.0,9.68
230.0,3.64
223.0,2.65
86.0,-1.72
177.0,0.51
218.0,2.37
229.0,3.28
92.2,-3.11
159.79,-0.33
146.31,-0.03
161.55,-0.15
187.6,0.34
120.65,-1.07
151.52,-0.15
176.67,0.13
127.28,-1.27
154.59,-0.14
153.38,-0.13
138.67,-0.0
123.18,-1.06
142.88,-0.19
132.91,-0.55
173.89,0.12
191.85,0.82
218.25,3.07
152.53,-0.51
125.98,-1.05
185.68,0.59
122.18,-1.39
95.26,-3.06
62.38,-6.77
193.12,0.84
149.87,-0.11
139.79,-0.18
169.12,0.04
91.87,-3.15
51.1,-7.55
137.57,-0.27
174.54,0.06
162.29,0.05
99.46,-2.93
144.5,-0.17
57.07,-7.0
224.78,4.59
67.15,-6.47
30.15,-11.9
72.9,-5.96
139.43,-0.26
178.44,0.22
174.36,0.08
55.09,-7.21
54.78,-7.04
154.39,-0.1
228.35,5.67
114.28,-1.94
192.6,0.97
280.33,20.06
229.37,5.58
155.68,-0.31
232.83,6.77
123.57,-1.2
272.23,17.25
218.59,3.12
85.89,-3.51
139.74,-0.15
229.88,6.43
224.1,4.51
275.35,18.23
230.41,6.15
223.3,4.26
85.47,-4.14
176.84,0.15
218.06,3.77
285.0,10.18
199.0,0.03
124.0,-1.16
90.69,-3.36
160.39,-0.65
146.65,-0.28
162.1,-0.59
188.41,0.31
120.57,-1.17
152.05,-0.65
177.5,-0.14
127.24,-1.63
155.2,-0.63
153.81,-0.46
138.97,-0.31
123.11,-1.5
143.27,-0.66
133.08,-1.0
174.64,-0.25
192.82,0.48
220.77,3.0
152.72,-0.84
125.94,-1.22
186.58,0.15
122.07,-1.71
94.31,-3.79
59.43,-7.67
194.08,0.69
150.37,-0.52
140.14,-0.61
169.88,-0.52
90.9,-3.69
47.52,-8.04
137.66,-0.67
175.15,-0.16
162.92,-0.38
98.0,-3.19
144.92,-0.57
53.81,-7.83
228.32,4.64
64.33,-7.21
24.49,-13.76
70.32,-7.05
139.7,-0.71
179.23,-0.3
175.06,-0.2
51.83,-8.12
51.67,-8.15
154.93,-0.56
113.83,-2.07
193.68,0.5
291.53,22.81
233.08,5.82
156.28,-0.66
237.02,7.56
123.49,-1.62
282.11,19.24
221.02,3.65
84.82,-4.37
140.07,-0.56
234.0,6.91
227.58,4.63
285.73,20.53
234.41,6.64
226.13,4.46
83.71,-5.06
177.49,-0.18
220.75,3.59
287.09,21.04
199.09,0.5
123.87,-1.25
140.0,-0.08
239.0,4.59
237.0,4.51
229.0,2.66
88.62,-3.47
159.36,-0.54
146.04,-0.58
161.27,-0.72
187.91,0.45
119.52,-1.93
151.16,-0.54
176.72,-0.07
125.68,-1.56
154.25,-0.52
152.96,-0.51
138.55,-0.94
121.85,-1.69
142.54,-0.8
132.15,-1.39
173.88,-0.13
192.66,0.28
221.64,3.15
151.78,-0.93
124.81,-1.78
186.12,0.16
120.47,-1.52
91.69,-4.14
54.91,-8.23
193.88,0.72
149.54,-0.59
139.49,-0.74
168.95,-0.49
88.36,-4.04
43.02,-8.76
137.07,-1.27
174.56,0.01
162.13,-0.35
96.04,-3.54
144.07,-0.61
49.06,-8.47
230.24,5.02
59.98,-7.7
65.88,-7.4
138.92,-0.82
178.52,-0.18
174.39,-0.07
46.89,-8.8
46.73,-8.77
154.02,-0.55
111.91,-2.17
193.54,0.43
235.5,6.12
155.26,-0.57
240.38,8.71
122.07,-1.58
291.39,23.34
222.45,3.73
82.03,-4.54
139.43,-0.66
237.06,7.79
229.53,5.26
237.28,7.47
227.96,4.82
80.57,-5.34
176.88,-0.1
222.23,3.76
198.99,0.63
122.75,-1.91
139.86,-0.95
239.74,7.66
237.92,7.67
229.47,4.31
85.0,-3.02
86.82,-3.52
159.56,-0.62
146.29,-0.68
161.5,-0.64
188.69,0.28
119.1,-1.79
151.32,-0.55
177.35,-0.26
125.52,-1.94
154.49,-0.56
153.27,-0.65
138.56,-0.99
121.42,-1.64
142.54,-0.74
131.75,-1.47
174.35,-0.25
193.29,0.48
224.15,3.43
151.58,-0.72
124.45,-1.7
186.75,0.16
120.24,-1.86
89.86,-4.23
51.11,-8.56
194.79,0.54
149.77,-0.59
139.44,-0.68
169.32,-0.4
86.59,-4.12
38.84,-9.07
136.79,-1.17
174.9,-0.15
162.46,-0.41
94.27,-3.61
144.31,-0.67
45.16,-8.85
233.53,5.14
56.35,-7.99
62.48,-7.9
138.79,-0.79
178.96,-0.16
174.85,-0.24
42.76,-9.39
42.82,-9.59
154.3,-0.62
111.68,-2.19
194.21,0.52
239.44,6.32
155.44,-0.61
245.36,10.46
121.71,-1.69
224.74,4.11
79.77,-4.37
139.43,-0.65
241.62,8.63
232.7,5.59
241.72,8.35
231.07,5.26
78.08,-5.1
177.27,-0.19
224.7,4.54
199.67,0.91
122.33,-1.78
139.8,-0.97
244.36,8.39
242.44,8.11
232.15,5.34
84.49,-4.41
239.0,4.33
86.0,-1.75
246.0,5.12
84.94,-4.09
158.98,-0.34
145.63,-0.8
160.83,-0.48
188.58,0.35
117.64,-1.84
150.73,-0.44
176.75,-0.11
124.2,-1.75
153.9,-0.43
152.62,-0.71
137.72,-1.07
120.23,-1.86
141.9,-0.84
130.86,-1.26
173.87,-0.17
193.38,0.58
225.7,3.79
150.85,-0.74
123.08,-1.74
186.6,0.03
119.04,-1.91
87.34,-4.19
46.12,-8.79
194.83,0.51
149.11,-0.69
138.91,-0.92
168.75,-0.35
84.06,-4.17
33.39,-9.28
135.93,-1.24
174.6,-0.1
161.99,-0.39
92.38,-4.09
143.62,-0.71
40.05,-9.66
235.87,5.36
51.75,-8.22
57.89,-8.72
138.26,-1.15
178.58,-0.33
174.43,-0.16
37.39,-9.71
37.44,-11.0
153.64,-0.6
109.71,-2.29
194.34,0.61
242.66,6.3
154.84,-0.34
250.41,11.62
120.57,-1.9
226.76,4.21
76.78,-4.22
138.92,-1.0
245.82,8.88
235.27,5.41
245.73,8.73
233.48,5.41
74.75,-4.91
176.85,-0.12
226.34,4.96
199.93,0.95
120.88,-1.7
138.95,-1.08
248.47,9.08
246.43,8.76
234.47,5.76
81.71,-4.26
239.93,6.81
85.75,-3.91
234.0,2.47
77.0,-2.7
71.0,-3.1
83.17,-4.01
159.01,-0.38
145.65,-0.75
160.99,-0.51
189.08,0.25
117.18,-1.37
150.8,-0.48
177.27,-0.31
123.51,-1.4
153.95,-0.43
152.65,-0.63
137.53,-1.14
119.62,-1.33
141.8,-0.76
130.17,-1.21
174.2,-0.4
193.88,0.51
227.72,4.79
150.83,-0.85
122.63,-1.25
186.99,0.21
118.27,-1.56
85.39,-4.18
41.69,-9.25
195.47,0.42
149.17,-0.65
138.75,-0.8
168.92,-0.38
82.25,-4.03
28.68,-9.66
135.59,-1.27
174.82,-0.23
162.16,-0.37
90.59,-4.21
143.64,-0.6
35.23,-10.38
239.5,5.42
47.61,-8.53
53.66,-9.26
137.93,-1.12
178.82,-0.25
174.72,-0.26
32.46,-10.25
32.17,-11.02
153.7,-0.53
109.32,-2.11
194.85,0.58
246.77,6.99
154.87,-0.39
257.2,12.89
119.85,-1.38
229.53,4.15
75.06,-4.14
138.78,-0.86
251.33,9.66
239.02,5.23
251.19,8.98
237.24,5.48
72.52,-5.2
177.15,-0.31
229.73,4.66
200.7,0.9
120.42,-1.31
138.78,-1.15
253.86,9.43
238.29,6.19
79.72,-4.74
244.35,7.17
83.87,-3.92
234.99,4.47
76.85,-4.45
70.57,-5.02
251.0,4.8
80.33,-3.44
158.57,-0.32
144.8,-0.25
160.27,-0.11
188.89,0.35
115.81,-1.19
150.28,-0.29
176.65,0.07
122.29,-1.15
153.46,-0.17
151.88,-0.2
136.54,-1.11
118.3,-1.22
141.01,-0.47
129.48,-1.15
173.71,0.02
194.07,0.4
229.96,4.41
150.06,-0.82
121.35,-1.14
186.74,0.29
116.95,-1.35
82.81,-4.4
195.3,0.38
148.4,-0.19
137.94,-0.58
168.38,-0.24
79.59,-3.86
134.54,-1.01
174.52,0.02
161.6,-0.13
87.75,-3.78
142.91,-0.33
29.0,-10.27
241.82,6.74
42.56,-9.0
48.1,-8.73
137.04,-0.82
178.37,0.24
174.29,0.01
26.55,-11.1
25.61,-11.58
153.04,-0.19
107.44,-2.06
195.03,0.49
249.72,8.89
154.42,-0.27
263.4,16.09
118.57,-1.23
231.44,5.05
72.26,-3.45
137.89,-0.5
255.96,11.64
255.48,11.16
239.52,7.21
69.34,-4.94
176.76,0.02
231.74,5.89
200.96,1.05
119.18,-1.28
137.78,-1.07
258.58,11.28
240.79,7.79
76.78,-5.16
247.55,8.88
81.26,-3.93
236.9,5.93
73.6,-4.2
67.59,-5.77
251.75,9.66
114.0,-1.42
238.0,3.63
79.21,-2.31
158.78,-0.49
145.25,-0.77
160.69,-0.31
189.67,-0.47
115.84,-1.92
150.51,-0.31
177.45,0.07
122.26,-1.82
153.7,-0.36
152.38,-0.6
136.81,-1.66
118.31,-2.11
141.19,-0.6
129.27,-1.16
174.26,-0.0
194.7,0.12
233.39,2.66
150.09,-0.95
121.4,-1.83
187.59,-0.18
116.82,-2.14
80.96,-4.31
196.21,-1.19
148.73,-0.2
138.02,-0.76
168.8,-0.66
78.02,-4.21
134.54,-1.59
174.91,0.34
162.16,-0.54
86.33,-1.98
143.26,-0.57
24.36,-11.64
44.18,-8.57
137.12,-1.23
178.98,0.89
174.96,-0.21
153.43,-0.13
107.26,-2.22
195.79,0.1
255.0,8.94
154.63,-0.34
272.33,20.0
118.52,-2.08
234.66,5.29
70.67,-3.72
138.01,-0.76
261.78,11.89
243.74,7.97
67.19,-5.16
177.25,0.07
235.57,5.12
202.21,0.54
119.19,-1.89
138.06,-1.55
265.41,11.03
245.4,8.17
74.95,-5.33
252.8,9.16
79.78,-3.49
240.7,6.13
72.15,-5.16
65.02,-6.7
257.43,10.47
114.04,-2.21
239.2,6.76
69.0,-2.26
245.0,4.8
135.0,-0.21
77.41,-3.76
157.96,-0.28
144.34,-0.3
160.16,-0.07
188.89,0.26
114.41,-2.21
149.89,-0.15
176.72,0.49
120.72,-1.04
153.16,-0.18
151.53,-0.13
135.2,-0.58
116.53,-1.79
140.41,-0.46
128.13,-1.27
173.75,0.11
194.3,0.49
234.18,4.39
148.98,-0.8
119.9,-2.14
186.89,0.46
115.21,-1.41
77.9,-4.57
195.24,-0.21
148.11,-0.02
137.22,-0.99
168.09,-0.26
75.27,-4.26
133.35,-1.33
174.58,0.36
161.33,-0.1
84.55,-4.12
142.41,-0.19
16.98,-11.25
38.34,-4.89
136.02,-1.2
178.92,0.73
174.23,0.2
152.79,0.04
195.33,0.53
259.35,10.86
153.9,-0.22
282.11,22.55
116.79,-1.54
68.43,-4.56
137.19,-0.99
267.7,12.64
247.46,8.87
63.6,-5.35
176.77,0.27
238.06,6.24
201.89,1.01
117.64,-2.03
136.51,-0.57
270.52,13.24
249.22,8.94
71.48,-5.61
257.17,10.85
77.27,-4.02
68.81,-5.33
60.88,-6.42
262.22,12.69
112.29,-2.18
242.19,7.92
68.7,-5.91
245.63,8.8
134.83,-1.19
182.0,-0.29
245.0,3.97
76.24,-4.74
158.18,-0.28
144.51,-0.32
160.36,-0.14
189.26,0.63
113.75,-1.8
150.17,-0.26
177.65,0.09
120.44,-1.49
153.33,-0.19
151.83,-0.28
135.15,-0.64
116.15,-1.73
140.59,-0.51
127.95,-1.22
174.28,0.15
194.87,0.7
236.47,6.75
148.88,-0.76
119.41,-1.75
187.53,0.52
114.64,-1.76
75.87,-5.13
195.12,0.67
148.59,-0.36
137.26,-0.93
168.18,-0.05
73.55,-4.6
132.89,-1.0
175.23,0.14
161.74,-0.18
83.54,-5.22
142.78,-0.44
11.98,-12.1
35.25,-2.32
135.8,-0.98
180.02,0.34
174.99,0.12
153.36,-0.34
195.92,0.67
265.25,12.7
154.18,-0.28
116.4,-1.75
66.61,-5.33
137.25,-0.94
252.64,9.94
61.39,-5.91
177.34,0.14
241.51,8.19
202.81,0.94
117.11,-1.69
136.52,-0.65
254.33,10.57
68.56,-5.28
263.15,12.19
75.69,-4.79
66.69,-5.85
57.94,-7.08
111.67,-1.95
246.65,9.43
65.51,-5.46
250.78,9.91
134.73,-1.05
182.17,0.29
245.76,9.11
73.4,-5.34
157.65,-0.57
144.0,-0.3
160.13,-0.13
189.15,0.52
112.08,-1.55
149.69,-0.35
177.2,0.2
119.38,-1.54
152.93,-0.35
151.39,-0.19
134.45,-0.93
114.66,-1.73
139.91,-0.56
126.8,-0.98
173.85,0.05
194.88,0.62
239.54,8.37
148.14,-1.3
117.69,-1.27
187.36,0.38
113.47,-1.84
72.66,-5.93
195.15,0.56
148.03,-0.35
136.14,-0.5
167.81,0.04
70.5,-5.17
131.93,-1.16
174.96,-0.09
161.22,-0.04
80.12,-5.54
142.14,-0.36
33.06,-3.18
134.78,-0.59
179.67,0.34
174.43,0.13
152.78,-0.27
195.91,0.65
153.64,-0.58
115.11,-1.8
63.64,-6.26
136.09,-0.48
257.47,10.67
57.55,-6.13
177.05,-0.05
245.58,8.6
202.95,0.99
115.54,-1.59
135.73,-0.87
259.43,11.21
65.12,-6.0
72.63,-5.56
63.33,-6.78
53.8,-6.82
109.94,-1.73
251.31,9.93
61.87,-6.41
255.62,9.62
133.57,-0.33
181.74,0.29
250.35,9.28
70.63,-4.71
157.69,-0.41
144.11,-0.37
160.14,-0.06
189.76,0.67
111.81,-2.21
149.74,-0.24
177.73,0.0
118.81,-1.77
153.02,-0.26
151.48,-0.2
134.28,-0.89
114.1,-1.76
139.89,-0.47
126.49,-0.91
174.19,0.19
195.48,1.16
147.71,-0.99
117.59,-1.94
188.01,0.37
112.69,-1.84
69.82,-5.61
195.73,0.73
148.15,-0.4
136.02,-0.39
167.86,0.06
67.8,-4.97
131.51,-0.96
175.19,0.11
161.51,-0.08
76.78,-3.6
142.25,-0.43
31.36,-2.61
134.58,-0.56
180.33,0.06
175.0,0.1
152.95,-0.32
196.51,1.22
153.67,-0.42
114.4,-1.74
60.41,-5.2
135.98,-0.39
54.4,-5.67
177.28,0.13
250.43,10.03
203.67,1.61
115.24,-2.07
135.61,-0.89
265.63,13.4
62.14,-5.8
70.02,-5.72
59.89,-6.2
50.19,-5.33
109.62,-2.45
256.77,11.41
58.77,-6.46
133.45,-0.32
182.45,0.11
255.57,10.85
67.81,-6.11
157.27,-0.7
143.8,-0.92
160.06,-0.62
189.84,0.19
110.5,-2.83
149.43,-0.91
177.6,-0.77
117.78,-2.81
152.72,-0.92
151.29,-0.93
133.63,-1.86
112.9,-2.64
139.43,-0.95
125.87,-1.77
174.0,-0.22
195.81,0.75
146.86,-1.21
116.41,-2.62
188.03,-0.43
111.6,-3.04
66.31,-6.26
195.96,0.3
147.82,-0.92
135.69,-1.03
167.84,-0.35
64.73,-5.66
130.78,-1.68
175.06,-0.36
161.3,-0.75
74.16,-2.67
141.89,-0.93
29.59,-3.28
134.28,-1.67
180.23,-0.67
174.8,-0.57
152.65,-0.88
196.95,0.81
153.25,-0.7
113.29,-2.8
56.78,-6.02
135.67,-1.05
50.71,-5.06
177.11,-0.28
255.21,11.3
204.43,1.03
113.91,-2.55
134.97,-1.72
58.58,-6.25
66.74,-6.47
56.16,-6.75
108.13,-2.8
262.46,12.15
54.83,-7.4
133.3,-1.25
182.36,-0.77
260.82,11.98
65.1,-5.75
156.94,-0.28
143.55,-0.31
159.99,-0.24
190.23,0.64
109.38,-2.25
149.19,-0.4
177.53,0.11
116.23,-1.5
152.45,-0.35
151.04,-0.35
133.24,-1.53
111.61,-2.09
139.16,-0.57
125.12,-1.26
174.04,0.03
196.53,0.79
146.52,-1.41
115.33,-1.96
188.18,0.14
110.14,-1.91
63.21,-6.69
196.36,0.86
147.54,-0.33
135.35,-0.79
167.83,-0.1
62.02,-6.25
129.91,-0.86
175.06,-0.03
161.07,-0.05
141.61,-0.38
27.68,-3.25
133.52,-0.95
180.3,-0.24
174.71,0.11
152.4,-0.29
197.65,0.88
152.92,-0.28
111.9,-2.03
53.85,-6.15
135.33,-0.77
47.98,-5.04
177.1,0.04
205.33,1.17
112.81,-2.23
134.61,-1.41
55.55,-6.64
63.58,-6.57
52.65,-6.78
107.01,-2.55
51.18,-7.92
132.68,-0.87
182.36,0.04
61.53,-5.61
156.43,-0.26
142.86,-0.28
159.37,0.0
190.0,0.71
107.67,-2.1
148.43,-0.17
176.86,0.68
114.89,-1.64
151.71,-0.17
150.34,-0.19
131.69,-0.52
109.99,-1.74
138.36,-0.47
123.88,-0.78
173.75,0.23
196.55,0.97
145.31,-0.73
113.72,-1.79
187.68,0.52
108.41,-1.76
58.69,-6.2
196.33,0.45
146.92,-0.16
134.4,-0.56
167.4,-0.03
57.94,-5.85
129.04,-1.32
174.65,0.37
160.6,-0.02
141.0,-0.27
26.26,0.07
132.51,-0.76
179.6,0.55
174.23,0.39
151.8,-0.08
197.72,0.97
152.41,-0.2
110.26,-1.7
50.43,-5.86
134.38,-0.59
45.06,-5.48
176.79,0.36
205.49,1.73
111.29,-2.04
133.17,-0.53
51.6,-6.56
59.64,-6.24
48.75,-6.69
105.33,-2.25
46.32,-8.02
131.71,-0.48
181.64,0.67
129.0,-0.57
156.55,3.55
142.86,1.94
159.56,3.28
148.51,4.21
177.47,2.37
114.13,1.29
151.8,3.85
150.38,1.92
131.59,3.02
109.11,1.05
138.28,3.52
123.72,3.57
173.96,4.44
188.17,2.58
107.57,1.17
197.15,3.34
146.93,2.61
134.25,4.64
167.65,2.6
128.72,2.05
174.88,6.15
160.79,2.85
140.98,2.44
23.73,9.84
132.48,4.02
179.86,3.37
174.59,2.38
151.9,3.05
198.55,6.31
152.52,3.79
109.43,1.0
134.21,4.28
177.08,5.31
110.05,3.2
133.11,3.32
48.28,-2.33
103.82,2.55
